"CUST_ID","TARGET","AGE","GENDER","BALANCE","OCCUPATION","AGE_BKT","SCR","HOLDING_PERIOD","ACC_TYPE","ACC_OP_DATE","LEN_OF_RLTN_IN_MNTH","NO_OF_L_CR_TXNS","NO_OF_L_DR_TXNS","TOT_NO_OF_L_TXNS","NO_OF_BR_CSH_WDL_DR_TXNS","NO_OF_ATM_DR_TXNS","NO_OF_NET_DR_TXNS","NO_OF_MOB_DR_TXNS","NO_OF_CHQ_DR_TXNS","FLG_HAS_CC","AMT_ATM_DR","AMT_BR_CSH_WDL_DR","AMT_CHQ_DR","AMT_NET_DR","AMT_MOB_DR","AMT_L_DR","FLG_HAS_ANY_CHGS","AMT_OTH_BK_ATM_USG_CHGS","AMT_MIN_BAL_NMC_CHGS","NO_OF_IW_CHQ_BNC_TXNS","NO_OF_OW_CHQ_BNC_TXNS","AVG_AMT_PER_ATM_TXN","AVG_AMT_PER_CSH_WDL_TXN","AVG_AMT_PER_CHQ_TXN","AVG_AMT_PER_NET_TXN","AVG_AMT_PER_MOB_TXN","FLG_HAS_NOMINEE","FLG_HAS_OLD_LOAN","random"
"C13451",1,39,"M",16376.99,"SELF-EMP","36-40",561,12,"SA","7/20/1999",214,9,5,14,2,1,1,0,1,1,2000,995490,0,49323,0,1046813,0,0,0,0,0,2000,497745,0,49323,0,1,0,0.174654192756861
"C1892",0,55,"M",994082.63,"SAL",">50",133,15,"SA","3/13/2000",207,6,4,10,1,0,0,0,3,0,0,867920,62760,0,0,930680,0,0,0,1,0,0,867920,20920,0,0,0,1,0.174657425377518
"C6956",0,39,"M",224646.67,"SAL","36-40",376,18,"CA","10/8/2001",188,52,21,73,11,2,6,1,1,0,23900,155520,43880,621061,163958,1008319,0,0,0,0,0,11950,14138.18,43880,103510.17,163958,1,0,0.17465789290145
"C12529",1,33,"M",19640.03,"PROF","31-35",892,19,"SA","1/27/1999",220,15,8,23,0,1,1,0,6,0,14200,0,597200,121315,0,732715,1,0,0,0,0,14200,0,99533.33,121315,0,1,1,0.1746796942316
"C6819",0,35,"F",1257290.69,"SENP","31-35",238,22,"CA","4/3/2013",50,12,4,16,1,2,1,0,0,0,8000,755580,0,267408,0,1030988,0,0,0,0,0,4000,755580,0,267408,0,1,1,0.174705442739651
"C14574",1,27,"M",61958.82,"SELF-EMP","26-30",855,1,"SA","2/7/2013",52,8,5,13,1,1,1,0,2,1,1700,610520,77020,186448,0,875688,0,0,0,0,0,1700,610520,38510,186448,0,1,0,0.174728117184713
"C2797",0,28,"M",546442.99,"SAL","26-30",369,21,"CA","2/4/2001",196,26,1,27,0,0,1,0,0,1,0,0,0,323918,0,323918,1,0,0,0,0,0,0,0,323918,0,0,0,0.174857957288623
"C10137",0,29,"F",42483.99,"PROF","26-30",699,29,"SA","3/16/2004",159,13,4,17,2,1,0,0,1,0,6800,737190,11570,0,0,755560,0,0,0,0,0,6800,368595,11570,0,0,1,0,0.174876187928021
"C9424",0,30,"M",156216.17,"PROF","26-30",246,17,"SA","4/11/2000",206,9,5,14,2,1,1,0,1,1,14400,487710,0,122711,0,624821,0,0,0,0,1,14400,243855,0,122711,0,1,0,0.174900928745046
"C4094",0,33,"M",1044526.8,"SAL","31-35",403,28,"SA","6/15/2011",72,15,4,19,2,1,1,0,0,0,17500,438180,0,631508,0,1087188,0,0,0,0,0,17500,219090,0,631508,0,1,1,0.174905274296179
"C14429",0,43,"M",302748.9,"PROF","41-45",386,1,"SA","2/8/2003",172,7,7,14,1,1,1,0,4,0,18400,121090,57660,788974,0,986124,0,0,0,0,0,18400,121090,14415,788974,0,1,1,0.174928807653487
"C11",0,29,"M",129986.62,"SAL","26-30",208,22,"SA","5/12/2004",157,8,1,9,0,1,0,0,0,0,13400,0,0,0,0,13400,0,0,0,0,0,13400,0,0,0,0,1,0,0.17497203941457
"C7671",0,42,"M",305006.92,"PROF","41-45",277,31,"CA","10/26/2008",103,69,1,70,0,1,0,0,0,0,18600,0,0,0,0,18600,1,0,0,0,0,18600,0,0,0,0,1,0,0.174975804518908
"C986",0,30,"M",568536.83,"SAL","26-30",366,27,"SA","12/24/2014",29,2,1,3,1,0,0,0,0,0,0,548840,0,0,0,548840,0,0,0,0,0,0,548840,0,0,0,1,1,0.174977732589468
"C1780",0,33,"M",179953.31,"SAL","31-35",732,23,"SA","3/1/2004",159,16,1,17,1,0,0,0,0,0,0,835670,0,0,0,835670,0,0,0,0,0,0,835670,0,0,0,0,0,0.175004256190732
"C8154",0,28,"F",900546.57,"PROF","26-30",568,10,"SA","11/23/2010",78,10,5,15,1,1,1,0,2,0,15800,809740,98310,255918,0,1179768,0,0,0,0,0,15800,809740,49155,255918,0,1,1,0.175041801296175
"C17808",0,45,"M",3002399.95,"SENP","41-45",227,5,"SA","12/8/2006",126,11,10,21,4,1,0,1,4,0,2500,96220,97610,0,143958,340288,0,0,0,0,0,2500,24055,24402.5,0,143958,1,0,0.175058446126059
"C16764",1,29,"M",149855.46,"SAL","26-30",425,3,"SA","9/2/2009",93,6,5,11,2,1,1,0,1,1,900,271280,0,267380,0,539560,0,0,0,0,0,900,135640,0,267380,0,1,0,0.17508760583587
"C9140",0,36,"M",306391.97,"SAL","36-40",336,14,"SA","12/7/2007",114,4,3,7,1,0,0,0,2,0,0,47020,69210,0,0,116230,0,0,0,0,0,0,47020,34605,0,0,1,0,0.175094557926059
"C3981",0,41,"F",139735.66,"SELF-EMP","41-45",283,17,"SA","11/2/2006",127,14,7,21,2,1,0,0,4,0,4000,686000,33920,0,0,723920,0,0,0,0,0,4000,343000,8480,0,0,1,0,0.175143727334216
"C13840",0,26,"M",276127.4,"SAL","26-30",303,8,"SA","8/31/2008",105,2,2,4,0,0,0,0,2,0,0,0,84040,0,0,84040,0,0,0,0,0,0,0,42020,0,0,1,0,0.175177809782326
"C4926",0,33,"F",45875.19,"SENP","31-35",185,26,"SA","2/26/2001",195,0,3,3,3,0,0,0,0,1,0,128670,0,0,0,128670,0,0,0,0,0,0,42890,0,0,0,1,1,0.175244839396328
"C76",0,45,"M",925848.44,"PROF","41-45",236,11,"CA","3/17/1999",219,43,17,60,6,2,0,1,8,0,17300,84280,29270,0,97468,228318,0,0,0,0,0,8650,14046.67,3658.75,0,97468,1,0,0.175369715783745
"C19437",0,31,"M",22269.05,"SENP","31-35",707,3,"SA","1/25/2011",76,11,6,17,3,1,1,0,1,1,12700,600810,0,590416,0,1203926,0,0,0,0,0,12700,200270,0,590416,0,0,0,0.175539717078209
"C9416",0,51,"M",961613.32,"SENP",">50",156,14,"SA","10/1/2000",200,15,8,23,1,1,1,0,5,0,16400,775000,681550,271760,0,1744710,0,0,0,0,0,16400,775000,136310,271760,0,1,0,0.175546933431178
"C71",0,28,"F",647782.45,"SAL","26-30",849,20,"SA","1/22/2002",184,8,6,14,3,1,1,0,1,0,18200,885890,0,710982,0,1615072,0,0,0,0,0,18200,295296.67,0,710982,0,1,0,0.175674210302532
"C17833",1,22,"M",8644.89,"SELF-EMP","<25",725,5,"CA","9/10/2007",117,6,3,9,2,0,0,0,1,1,0,965550,0,0,0,965550,0,0,0,0,0,0,482775,0,0,0,1,1,0.175712166819721
"C8395",0,53,"F",39631.71,"SENP",">50",329,20,"SA","12/25/2013",41,12,6,18,1,1,0,0,4,0,8200,947460,16220,0,0,971880,0,0,0,0,0,8200,947460,4055,0,0,1,1,0.17596362833865
"C988",0,42,"F",550271,"SELF-EMP","41-45",751,29,"SA","2/6/2013",52,10,3,13,2,1,0,0,0,1,12200,217150,0,0,0,229350,0,0,0,0,0,12200,108575,0,0,0,1,1,0.175979929277673
"C15971",0,33,"M",1219912.06,"PROF","31-35",224,6,"SA","7/29/2002",178,8,6,14,1,1,0,0,4,0,300,400520,45270,0,0,446090,0,0,0,0,0,300,400520,11317.5,0,0,1,1,0.175995503086597
"C13446",1,41,"M",935017.1,"SELF-EMP","41-45",652,24,"SA","11/20/2003",162,11,1,12,0,1,0,0,0,1,18300,0,0,0,0,18300,0,0,0,0,0,18300,0,0,0,0,1,1,0.176069035427645
"C1698",0,46,"M",209402.3,"SAL","46-50",185,11,"SA","4/24/2008",109,20,14,34,5,2,4,1,2,0,15400,875210,96060,232768,64866,1284304,1,0,0,0,1,7700,175042,48030,58192,64866,0,0,0.1760692326352
"C15407",0,34,"M",1563758.91,"SELF-EMP","31-35",516,1,"SA","8/4/2012",58,4,3,7,0,0,0,0,3,0,0,0,47700,0,0,47700,0,0,0,0,0,0,0,15900,0,0,1,1,0.176081565674394
"C6319",0,25,"F",262302.98,"PROF","<25",513,19,"SA","7/25/2014",34,12,6,18,2,1,1,0,2,0,1200,171280,79080,318609,0,570169,1,0,0,0,0,1200,85640,39540,318609,0,1,1,0.176231594756246
"C12256",1,38,"M",4956.24,"SELF-EMP","36-40",817,10,"SA","7/18/2001",190,6,5,11,1,1,1,0,2,0,10100,851450,43930,833973,0,1739453,1,0,0,1,0,10100,851450,21965,833973,0,1,0,0.176255745347589
"C12723",1,39,"M",83461.83,"SAL","36-40",962,19,"CA","8/24/2008",105,49,20,69,8,2,5,1,4,1,39300,531320,26550,672161,130292,1399623,0,0,0,0,0,19650,66415,6637.5,134432.2,130292,1,1,0.176279010483995
"C362",0,52,"F",2464786.19,"PROF",">50",192,25,"SA","11/30/2014",30,16,1,17,0,1,0,0,0,0,16400,0,0,0,0,16400,0,0,0,0,0,16400,0,0,0,0,1,1,0.176282562082633
"C7947",0,42,"M",600816.53,"SELF-EMP","41-45",348,25,"CA","1/29/2005",148,33,1,34,0,1,0,0,0,0,1900,0,0,0,0,1900,0,0,0,0,0,1900,0,0,0,0,1,0,0.176326522836462
"C14409",1,31,"M",12145.87,"SAL","31-35",311,5,"SA","3/31/2013",50,5,5,10,1,1,1,0,2,0,5300,151200,99480,666239,0,922219,0,0,0,0,0,5300,151200,49740,666239,0,0,0,0.176358219236135
"C17387",1,33,"M",288928.63,"PROF","31-35",841,1,"SA","8/2/1999",214,8,6,14,3,1,1,0,1,0,3600,329900,0,34039,0,367539,0,0,0,0,0,3600,109966.67,0,34039,0,1,0,0.176389731932431
"C16339",0,31,"M",156345.35,"SAL","31-35",149,4,"SA","10/8/2005",140,8,5,13,2,1,1,0,1,0,15100,911650,0,696886,0,1623636,1,0,0,0,1,15100,455825,0,696886,0,1,0,0.176475264830515
"C18295",0,51,"F",1797443.78,"SAL",">50",105,1,"SA","5/8/2011",73,11,6,17,1,1,0,0,4,1,16200,648630,95240,0,0,760070,0,0,0,0,0,16200,648630,23810,0,0,1,1,0.176526182331145
"C14967",0,53,"M",75898.19,"PROF",">50",884,1,"SA","2/17/2012",64,18,14,32,4,2,3,1,4,0,900,617070,39420,413359,26069,1096818,0,0,0,0,0,450,154267.5,9855,137786.33,26069,1,1,0.176544010872021
"C12257",1,25,"M",257174.4,"PROF","<25",645,24,"CA","10/17/2002",176,19,4,23,4,0,0,0,0,0,0,105760,0,0,0,105760,0,0,0,0,0,0,26440,0,0,0,1,1,0.17654764931649
"C18843",0,53,"M",539510.35,"SENP",">50",453,4,"CA","6/11/2013",48,9,9,18,4,1,0,1,3,0,8500,842380,0,0,186776,1037656,0,0,0,0,0,8500,210595,0,0,186776,1,0,0.176657079486176
"C2749",0,32,"M",603355.78,"SENP","31-35",765,16,"SA","3/18/1999",218,16,15,31,5,2,3,1,4,0,1900,985780,45680,442508,47962,1523830,0,0,0,0,0,950,197156,11420,147502.67,47962,0,0,0.176710767671466
"C5122",0,37,"F",259213.59,"SENP","36-40",460,23,"SA","3/7/2004",159,11,3,14,0,3,0,0,0,1,32000,0,0,0,0,32000,0,0,0,0,0,10666.67,0,0,0,0,1,1,0.176754979416728
"C18598",0,42,"M",228899.5,"SELF-EMP","41-45",184,1,"CA","9/3/2008",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.176785769173875
"C17106",0,27,"M",772330.31,"SAL","26-30",694,1,"SA","1/10/2000",209,10,6,16,2,1,1,0,2,1,13000,951560,35990,665279,0,1665829,0,0,0,0,0,13000,475780,17995,665279,0,1,1,0.176847346592695
"C1504",0,55,"F",450919.57,"SELF-EMP",">50",147,29,"SA","10/26/2006",127,12,2,14,1,1,0,0,0,0,15700,218950,0,0,0,234650,1,0,0,0,0,15700,218950,0,0,0,1,1,0.176939990371466
"C17688",0,33,"M",403329.38,"SELF-EMP","31-35",498,7,"SA","8/26/2008",105,4,3,7,2,0,0,0,1,1,0,897130,0,0,0,897130,0,0,0,0,0,0,448565,0,0,0,1,0,0.177011566702276
"C18696",0,34,"M",45697.63,"SELF-EMP","31-35",714,4,"CA","6/2/2010",84,30,28,58,13,3,8,2,2,1,32400,349920,18060,893807,106000,1400187,0,0,0,0,0,10800,26916.92,9030,111725.88,53000,1,0,0.177185355918482
"C6789",0,31,"M",78949.82,"SELF-EMP","31-35",841,11,"SA","9/22/1999",212,11,5,16,0,1,0,0,4,0,5200,0,20860,0,0,26060,0,0,0,0,0,5200,0,5215,0,0,1,0,0.177249045809731
"C1194",0,25,"F",605124.61,"PROF","<25",530,18,"SA","4/14/2003",170,9,5,14,1,1,1,0,2,0,3900,611170,20560,411255,0,1046885,0,0,0,0,0,3900,611170,10280,411255,0,0,0,0.177251077955589
"C16689",0,28,"F",266662.26,"PROF","26-30",330,5,"SA","3/29/2000",206,2,2,4,0,0,0,0,2,0,0,0,82510,0,0,82510,1,0,0,0,1,0,0,41255,0,0,1,1,0.177260290598497
"C14913",0,41,"F",71116.75,"SENP","41-45",200,7,"SA","1/5/2006",137,2,1,3,1,0,0,0,0,0,0,761860,0,0,0,761860,0,0,0,0,0,0,761860,0,0,0,1,1,0.177309083519503
"C12244",1,33,"M",15708.09,"SELF-EMP","31-35",624,18,"CA","4/13/2006",134,49,20,69,11,2,6,1,0,1,6000,678800,0,142182,191948,1018930,0,0,0,0,0,3000,61709.09,0,23697,191948,1,1,0.177372372942045
"C8873",0,54,"M",117148.71,"SENP",">50",215,25,"SA","8/23/2007",117,12,3,15,0,1,1,1,0,0,8500,0,0,500020,65889,574409,0,0,0,0,0,8500,0,0,500020,65889,1,1,0.177399431820959
"C9317",0,36,"F",380812.55,"SENP","36-40",531,16,"CA","10/11/2002",176,24,4,28,2,2,0,0,0,0,29500,330590,0,0,0,360090,0,0,0,0,0,14750,165295,0,0,0,1,1,0.177427583374083
"C15806",0,37,"M",131563.91,"SENP","36-40",345,1,"SA","12/6/2003",162,6,4,10,3,0,0,0,1,0,0,918690,0,0,0,918690,0,0,0,0,0,0,306230,0,0,0,1,1,0.177481328835711
"C19589",1,41,"M",19009.91,"PROF","41-45",941,9,"SA","6/7/2000",204,9,5,14,1,1,1,0,2,1,8400,896380,98590,527269,0,1530639,1,0,0,0,1,8400,896380,49295,527269,0,1,0,0.177527886582538
"C10086",0,46,"M",98609.39,"SENP","46-50",712,31,"SA","8/4/2006",130,2,2,4,0,1,0,0,1,1,9100,0,20010,0,0,29110,0,0,0,1,0,9100,0,20010,0,0,1,1,0.177729870192707
"C7979",0,36,"M",17451.69,"PROF","36-40",650,21,"SA","5/20/2001",192,0,4,4,3,1,0,0,0,0,3000,280480,0,0,0,283480,0,0,0,0,0,3000,93493.33,0,0,0,1,0,0.177742267493159
"C7762",0,54,"M",58002,"SAL",">50",119,22,"SA","5/29/2005",144,9,3,12,3,0,0,0,0,0,0,779820,0,0,0,779820,0,0,0,0,0,0,259940,0,0,0,1,1,0.178029586328194
"C5850",0,37,"M",156596.77,"SELF-EMP","36-40",608,15,"SA","5/11/2014",37,6,6,12,0,1,1,0,4,0,6500,0,67960,673499,0,747959,0,0,0,0,0,6500,0,16990,673499,0,1,0,0.178052713628858
"C10543",0,50,"M",1192222.6,"SELF-EMP","46-50",460,19,"SA","12/3/2005",138,4,3,7,2,0,0,0,1,0,0,156870,0,0,0,156870,0,0,0,0,0,0,78435,0,0,0,1,1,0.178142354590818
"C8736",0,48,"F",608879.82,"SENP","46-50",211,24,"SA","9/29/2011",68,14,3,17,2,1,0,0,0,0,13200,917120,0,0,0,930320,1,0,0,0,0,13200,458560,0,0,0,1,0,0.178164325421676
"C18933",0,29,"M",284446.09,"SAL","26-30",260,8,"SA","11/10/2001",187,7,7,14,1,1,1,0,4,0,9100,652710,40020,250801,0,952631,0,0,0,0,0,9100,652710,10005,250801,0,0,1,0.178222759161144
"C14501",0,35,"O",28103.56,"SELF-EMP","31-35",533,2,"CA","6/30/2006",131,54,22,76,6,2,7,1,6,0,25400,505410,890950,948859,35185,2405804,0,0,0,0,0,12700,84235,148491.67,135551.29,35185,1,1,0.178226063260809
"C16407",0,47,"M",9882.44,"SAL","46-50",599,1,"SA","8/11/2012",58,18,14,32,3,2,4,1,4,0,36800,231710,874270,377305,11157,1531242,0,0,0,0,0,18400,77236.67,218567.5,94326.25,11157,1,1,0.178329332498834
"C6139",0,32,"M",1566803.23,"PROF","31-35",974,10,"SA","3/24/2011",74,7,3,10,0,0,0,0,3,0,0,0,86360,0,0,86360,0,0,0,0,0,0,0,28786.67,0,0,1,1,0.17836567433551
"C1990",0,22,"F",729136.27,"SENP","<25",324,22,"SA","8/6/2009",94,0,4,4,3,0,1,0,0,0,0,780690,0,920779,0,1701469,0,0,0,0,0,0,260230,0,920779,0,1,0,0.178383328020573
"C11138",0,41,"F",4031.39,"SENP","41-45",695,21,"SA","12/5/2005",138,8,1,9,1,0,0,0,0,0,0,66150,0,0,0,66150,0,0,0,0,0,0,66150,0,0,0,1,0,0.178403293713927
"C8624",0,29,"M",11262.4,"SENP","26-30",156,29,"SA","9/21/2003",164,6,1,7,0,1,0,0,0,1,16100,0,0,0,0,16100,0,0,0,0,0,16100,0,0,0,0,1,1,0.178660373436287
"C16302",0,36,"M",233344.83,"SAL","36-40",597,4,"SA","12/7/2014",30,18,14,32,3,2,4,1,4,0,11700,816290,341900,396774,2141,1568805,1,0,0,0,1,5850,272096.67,85475,99193.5,2141,1,0,0.17867159540765
"C11902",0,32,"M",101334.8,"SAL","31-35",225,30,"CA","1/2/2004",161,11,3,14,1,1,1,0,0,0,9600,367290,0,16461,0,393351,0,0,0,0,0,9600,367290,0,16461,0,1,1,0.178738109767437
"C3998",0,41,"F",4031.39,"SENP","41-45",695,21,"SA","12/5/2005",138,8,1,9,1,0,0,0,0,0,0,66150,0,0,0,66150,0,0,0,0,0,0,66150,0,0,0,1,0,0.178808014839888
"C4557",0,35,"M",52579.99,"SAL","31-35",456,30,"SA","7/1/2012",59,4,4,8,0,3,0,1,0,0,45200,0,0,0,25735,70935,0,0,0,0,0,15066.67,0,0,0,25735,1,0,0.178909504553303
"C12018",0,54,"M",4352.88,"SAL",">50",871,24,"SA","3/12/2006",135,12,3,15,2,1,0,0,0,1,11300,663180,0,0,0,674480,0,0,0,0,0,11300,331590,0,0,0,1,1,0.178929968737066
"C19218",0,35,"M",178778.92,"SELF-EMP","31-35",256,7,"SA","5/6/2012",61,4,3,7,2,0,0,0,1,0,0,812870,0,0,0,812870,0,0,0,0,0,0,406435,0,0,0,1,0,0.179013787768781
"C19377",0,54,"M",1742.7,"SAL",">50",313,8,"SA","4/3/2012",62,6,6,12,0,1,1,0,4,0,18900,0,66660,907330,0,992890,0,0,0,0,0,18900,0,16665,907330,0,0,0,0.179067584453151
"C2686",0,53,"F",1965093.55,"SENP",">50",660,22,"SA","11/12/2001",187,11,2,13,2,0,0,0,0,0,0,256900,0,0,0,256900,0,0,0,0,0,0,128450,0,0,0,1,1,0.179084498435259
"C1227",0,43,"M",475995.49,"PROF","41-45",333,28,"SA","8/4/2008",106,4,1,5,0,0,1,0,0,0,0,0,0,337367,0,337367,0,0,0,0,0,0,0,0,337367,0,1,1,0.179192055016756
"C7574",0,21,"F",923239.57,"SELF-EMP","<25",838,11,"SA","11/2/2004",151,6,5,11,1,1,1,0,2,1,3800,440530,77130,348161,0,869621,1,0,0,1,0,3800,440530,38565,348161,0,0,0,0.179264684207737
"C15342",0,45,"F",76808.46,"SAL","41-45",199,1,"SA","11/2/2001",187,4,3,7,1,0,0,0,2,0,0,852700,23300,0,0,876000,0,0,0,0,0,0,852700,11650,0,0,1,0,0.179389592725784
"C14129",0,37,"F",681166.7,"SAL","36-40",245,9,"CA","7/21/2011",70,42,17,59,4,2,0,1,10,0,22700,978690,385490,0,128015,1514895,0,0,0,0,0,11350,244672.5,38549,0,128015,1,0,0.179426830727607
"C19931",0,45,"F",1996238.22,"PROF","41-45",369,6,"SA","6/14/2010",84,15,8,23,1,1,1,0,5,0,18300,564810,387740,746063,0,1716913,0,0,0,0,0,18300,564810,77548,746063,0,1,0,0.179453854216263
"C19667",1,51,"M",69342.75,"SAL",">50",888,7,"SA","9/9/2009",93,14,12,26,5,1,4,1,1,0,2700,402710,71310,737809,865,1215394,0,0,0,0,0,2700,80542,71310,184452.25,865,1,1,0.179472170770168
"C2110",0,51,"F",2610.68,"SENP",">50",753,25,"SA","5/4/2009",97,6,3,9,2,1,0,0,0,1,8400,587070,0,0,0,595470,0,0,0,0,0,8400,293535,0,0,0,1,0,0.179525202838704
"C17828",1,47,"F",15370.9,"SELF-EMP","46-50",878,9,"SA","2/18/2005",147,6,6,12,0,1,1,0,4,0,15600,0,13010,873787,0,902397,0,0,0,0,0,15600,0,3252.5,873787,0,1,0,0.179594862507656
"C7592",0,37,"O",315102.23,"PROF","36-40",834,14,"CA","5/2/2014",37,39,16,55,10,2,0,1,3,0,11600,384360,53070,0,11339,460369,0,0,0,0,0,5800,38436,17690,0,11339,1,0,0.179677723208442
"C3586",0,45,"M",354851.95,"PROF","41-45",842,12,"CA","11/17/2004",151,14,17,31,11,2,0,1,3,1,19800,945960,13470,0,112151,1091381,0,0,0,0,0,9900,85996.36,4490,0,112151,1,0,0.179717659251764
"C7990",0,22,"M",1645982.68,"PROF","<25",443,15,"SA","8/6/2003",166,10,5,15,1,1,1,0,2,0,10600,448770,65840,822928,0,1348138,1,0,0,1,0,10600,448770,32920,822928,0,1,0,0.179740968858823
"C14033",0,48,"M",2325267.56,"SENP","46-50",388,8,"SA","10/9/2006",128,8,6,14,1,1,0,0,4,0,5400,377030,38900,0,0,421330,0,0,0,0,0,5400,377030,9725,0,0,1,1,0.179756208555773
"C5121",0,51,"M",470967.36,"PROF",">50",268,11,"SA","3/25/2014",38,11,8,19,5,1,1,0,1,0,16000,761990,0,886925,0,1664915,0,0,0,0,0,16000,152398,0,886925,0,1,0,0.179794808849692
"C3810",0,31,"M",215206.14,"SENP","31-35",546,18,"SA","6/3/2011",72,14,7,21,1,1,1,0,4,0,13600,578450,53070,248054,0,893174,0,0,0,1,0,13600,578450,13267.5,248054,0,1,1,0.17988406540826
"C17131",0,32,"F",127169.25,"PROF","31-35",733,2,"CA","11/3/2012",55,19,25,44,10,3,8,2,2,1,23400,53780,92760,344648,65924,580512,1,0,0,0,1,7800,5378,46380,43081,32962,1,0,0.179926895070821
"C16824",1,28,"M",2536.46,"SAL","26-30",590,7,"SA","9/28/2004",152,5,6,11,0,1,1,0,4,1,2200,0,48660,44333,0,95193,0,0,0,0,0,2200,0,12165,44333,0,1,1,0.179975739913061
"C18157",0,51,"M",13575.44,"SENP",">50",368,1,"SA","11/9/2001",187,12,6,18,3,1,1,0,1,1,1700,116260,0,791542,0,909502,0,0,0,0,0,1700,38753.33,0,791542,0,1,1,0.180047771660611
"C4149",0,46,"M",11308.21,"SELF-EMP","46-50",318,18,"SA","10/8/2000",200,20,14,34,5,2,4,1,2,0,37600,67480,36150,919310,35843,1096383,0,0,0,0,0,18800,13496,18075,229827.5,35843,1,0,0.180075844516978
"C2199",0,44,"M",6030.82,"SAL","41-45",248,21,"SA","7/21/2009",94,1,4,5,4,0,0,0,0,0,0,86840,0,0,0,86840,0,0,0,0,0,0,21710,0,0,0,0,0,0.180097537348047
"C14165",0,35,"M",35540.03,"SENP","31-35",361,2,"SA","2/23/2004",159,7,5,12,0,1,0,0,4,0,5500,0,64790,0,0,70290,0,0,0,0,0,5500,0,16197.5,0,0,1,0,0.180133402347565
"C12182",0,33,"M",9281.13,"SENP","31-35",142,19,"SA","2/11/2004",160,5,4,9,3,0,0,0,1,0,0,368460,0,0,0,368460,1,0,0,0,0,0,122820,0,0,0,1,0,0.180153133580461
"C13665",0,31,"M",321857.71,"PROF","31-35",768,6,"CA","10/31/2010",79,27,25,52,2,3,8,2,10,1,14800,73010,4144010,942904,79290,5254014,0,0,0,0,0,4933.33,36505,414401,117863,39645,1,1,0.180157928261906
"C16868",0,50,"M",83442.39,"SAL","46-50",392,3,"CA","9/10/2004",153,48,19,67,7,2,5,1,4,0,47000,961380,17500,612451,132406,1770737,0,0,0,0,0,23500,137340,4375,122490.2,132406,1,0,0.180264881812036
"C2629",0,31,"M",171691.03,"SAL","31-35",505,26,"SA","10/31/2003",163,14,1,15,0,0,0,1,0,1,0,0,0,0,113768,113768,0,0,0,0,0,0,0,0,0,113768,1,1,0.18029704480432
"C15571",0,44,"M",263033.61,"SENP","41-45",168,6,"SA","4/25/2000",205,17,14,31,5,2,4,1,2,1,46200,674660,76130,317705,173517,1288212,0,0,0,0,0,23100,134932,38065,79426.25,173517,1,1,0.180304829729721
"C10929",0,46,"M",150034.25,"SELF-EMP","46-50",262,11,"CA","4/21/2011",73,52,21,73,10,2,6,1,2,0,40200,656370,69800,179674,151434,1097478,0,0,0,0,0,20100,65637,34900,29945.67,151434,1,1,0.180309627437964
"C11216",0,46,"M",73098.34,"PROF","46-50",757,25,"CA","7/5/2003",167,57,3,60,1,1,1,0,0,1,16500,804850,0,422536,0,1243886,0,0,0,0,0,16500,804850,0,422536,0,1,1,0.180390728870407
"C3727",0,46,"M",829235.95,"SENP","46-50",168,25,"SA","10/19/2013",43,3,4,7,3,1,0,0,0,0,13100,704460,0,0,0,717560,0,0,0,0,0,13100,234820,0,0,0,1,1,0.180486204102635
"C11475",0,26,"M",10036.62,"PROF","26-30",195,28,"SA","1/8/1999",221,12,1,13,1,0,0,0,0,1,0,584810,0,0,0,584810,0,0,0,0,0,0,584810,0,0,0,0,0,0.18055536528118
"C1963",0,26,"F",2306281.41,"SENP","26-30",282,26,"SA","12/5/2008",102,8,4,12,1,3,0,0,0,1,15100,632200,0,0,0,647300,0,0,0,0,0,5033.33,632200,0,0,0,1,0,0.180617869831622
"C18107",0,55,"F",3065262.52,"PROF",">50",142,1,"SA","9/7/2009",93,17,14,31,3,2,4,1,4,1,17900,259670,765520,130760,1831,1175681,0,0,0,0,0,8950,86556.67,191380,32690,1831,0,1,0.180646330118179
"C12332",1,35,"M",34700.6,"SENP","31-35",157,26,"SA","9/10/2004",153,7,4,9,0,2,2,0,0,1,0,0,0,553613,0,553613,0,0,0,0,0,0,0,0,276806.5,0,1,0,0.180706374580041
"C5770",0,33,"F",365612.91,"SENP","31-35",773,12,"SA","10/30/2010",79,2,1,3,1,0,0,0,0,0,0,519910,0,0,0,519910,0,0,0,0,0,0,519910,0,0,0,1,1,0.180722524179146
"C5244",0,40,"M",1512259.16,"SAL","36-40",706,22,"SA","11/2/2002",175,5,4,9,2,2,0,0,0,1,37400,728290,0,0,0,765690,0,0,0,0,0,18700,364145,0,0,0,1,1,0.180787475081161
"C1573",0,33,"M",635342.93,"SAL","31-35",644,13,"SA","4/27/2006",133,6,6,12,2,1,1,0,2,0,7000,862900,62180,114499,0,1046579,0,0,0,0,0,7000,431450,31090,114499,0,1,0,0.18087385292165
"C12649",1,33,"M",109838.04,"SAL","31-35",234,12,"CA","10/26/2001",187,26,24,50,8,3,7,1,5,1,31300,858070,384480,255034,153684,1682568,0,0,0,0,0,10433.33,107258.75,76896,36433.43,153684,1,0,0.180887399241328
